target,message,num_char,word_counts,sentance_count,preprocess_data,tf_num_char,tf_word_counts,tf_sentance_count
0,"Sorry,in meeting I'll call later",32,8,1,sorryin meeting ill call later,30,5,1
0,What class of  &lt;#&gt;  reunion?,34,12,1,class ltgt reunion,18,3,1
0,Are you free now?can i call now?,32,10,1,free nowcan call,16,3,1
0,Got meh... When?,16,5,2,got meh,7,2,1
0,Nope... Think i will go for it on monday... Sorry i replied so late,67,16,3,nope think go monday sorry replied late,39,7,1
0,Some of them told accenture is not confirm. Is it true.,55,13,2,told accenture confirm true,27,4,1
0,"Kate jackson rec center before 7ish, right?",43,9,1,kate jackson rec center 7ish right,34,6,1
0,Dear i have reache room,23,5,1,dear reache room,16,3,1
0,"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose.",149,37,1,fighting world easy either win lose bt fightng some1 close dificult lose lose win still lose,92,16,1
0,When can Ì_ come out?,21,6,1,come,4,1,1
0,Check with nuerologist.,23,4,1,check nuerologist,17,2,1
0,Lolnice. I went from a fish to ..water.?,40,12,3,lolnice went fish water,23,4,1
1,+123 Congratulations - in this week's competition draw u have won the å£1450 prize to claim just call 09050002311 b4280703. T&Cs/stop SMS 08718727868. Over 18 only 150ppm,170,32,3,123 congratulation week competition draw 1450 prize claim call 09050002311 b4280703 tcsstop sm 08718727868 18 150ppm,116,16,1
0,No it's waiting in e car dat's bored wat. Cos wait outside got nothing 2 do. At home can do my stuff or watch tv wat.,117,31,3,waiting e car dat bored wat co wait outside got nothing 2 home stuff watch tv wat,81,17,1
0,"Maybe westshore or hyde park village, the place near my house?",62,13,1,maybe westshore hyde park village place near house,50,8,1
0,You should know now. So how's anthony. Are you bringing money. I've school fees to pay and rent and stuff like that. Thats why i need your help. A friend in need....|,166,41,6,know hows anthony bringing money ive school fee pay rent stuff like thats need help friend need,95,17,1
0,What's the significance?,24,5,1,whats significance,18,2,1
0,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,136,37,11,opinion 1 2 jada 3 kusruthi 4 lovable 5 silent 6 spl character 7 matured 8 stylish 9 simple pls reply,101,21,1
0,"8 at the latest, g's still there if you can scrounge up some ammo and want to give the new ak a try",99,25,1,8 latest g still scrounge ammo want give new ak try,51,11,1
0,Prabha..i'm soryda..realy..frm heart i'm sory,45,13,1,prabhaim sorydarealyfrm heart im sory,37,5,1
0,Lol ok your forgiven :),23,6,1,laugh loud ok forgiven,22,4,1
0,No..jst change tat only..,25,7,1,nojst change tat,16,3,1
1,"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a å£500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18+",148,30,3,guaranteed latest nokia phone 40gb ipod mp3 player 500 prize txt word collect 83355 ibhltd ldnw15h 150pmtmsgrcvd18,114,17,1
0,S:)no competition for him.,26,8,1,sno competition,15,2,1
1,Boltblue tones for 150p Reply POLY# or MONO# eg POLY3 1. Cha Cha Slide 2. Yeah 3. Slow Jamz 6. Toxic 8. Come With Me or STOP 4 more tones txt MORE,146,39,6,boltblue tone 150p reply poly mono eg poly3 1 cha cha slide 2 yeah 3 slow jamz 6 toxic 8 come stop 4 tone txt,109,25,1
1,Your credits have been topped up for http://www.bubbletext.com Your renewal Pin is tgxxrz,89,15,1,credit topped httpwwwbubbletextcom renewal pin tgxxrz,53,6,1
0,"That way transport is less problematic than on sat night. By the way, if u want to ask  n  to join my bday, feel free. But need to know definite nos as booking on fri. ",168,40,3,way transport le problematic sat night way want ask n join bday feel free need know definite no booking fri,107,20,1
0,Usually the person is unconscious that's in children but in adults they may just behave abnormally. I.ll call you now,117,22,2,usually person unconscious thats child adult may behave abnormally ill call,75,11,1
0,But that's on ebay it might be less elsewhere.,46,11,1,thats ebay might le elsewhere,29,5,1
0,Shall i come to get pickle,26,6,1,shall come get pickle,21,4,1
0,Were gonna go get some tacos,28,7,1,gon na go get taco,18,5,1
0,"That's very rude, you on campus?",32,9,1,thats rude campus,17,3,1
1,"URGENT!: Your Mobile No. was awarded a å£2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9755 BOX95QU",145,29,5,urgent mobile awarded 2000 bonus caller prize 020903 2nd attempt contact call 08718729755 box95qu,97,14,1
0,Hi i won't b ard 4 christmas. But do enjoy n merry x'mas.,57,16,2,hi wont b ard 4 christmas enjoy n merry xmas,44,10,1
1,"Today's Offer! Claim ur å£150 worth of discount vouchers! Text YES to 85023 now! SavaMob, member offers mobile! T Cs 08717898035. å£3.00 Sub. 16 . Unsub reply X",160,35,7,today offer claim 150 worth discount voucher text yes 85023 savamob member offer mobile c 08717898035 300 sub 16 unsub reply x,126,22,1
0,Yes! How is a pretty lady like you single?,42,11,2,yes pretty lady like single,27,5,1
1,You will recieve your tone within the next 24hrs. For Terms and conditions please see Channel U Teletext Pg 750,111,21,2,recieve tone within next 24hrs term condition please see channel teletext pg 750,80,13,1
0,Jay says that you're a double-faggot,36,7,1,jay say youre doublefaggot,26,4,1
1,PRIVATE! Your 2003 Account Statement for 07815296484 shows 800 un-redeemed S.I.M. points. Call 08718738001 Identifier Code 41782 Expires 18/11/04 ,146,22,4,private 2003 account statement 07815296484 show 800 unredeemed sim point call 08718738001 identifier code 41782 expires 181104,126,17,1
0,What Today-sunday..sunday is holiday..so no work..,50,11,1,todaysundaysunday holidayso work,32,3,1
0,I'll be late...,15,5,1,ill late,8,2,1
0,"I've not called you in a while. This is hoping it was l8r malaria and that you know that we miss you guys. I miss Bani big, so pls give her my love especially. Have a great day.",177,44,4,ive called hoping l8r malaria know miss guy miss ban big pls give love especially great day,91,17,1
0,"Good afternoon, my love! How goes that day ? I hope maybe you got some leads on a job. I think of you, boytoy and send you a passionate kiss from across the sea",160,38,4,good afternoon love go day hope maybe got lead job think boytoy send passionate kiss across sea,95,17,1
0,"Probably gonna be here for a while, see you later tonight &lt;)",63,17,1,probably gon na see later tonight lt,36,7,1
0,Or maybe my fat fingers just press all these buttons and it doesn't know what to do.,84,19,1,maybe fat finger press button doesnt know,41,7,1
0,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear,84,16,2,ummmmmaah many many happy return day dear sweet heart happy birthday dear,73,12,1
0,"I am in tirupur da, once you started from office call me.",57,14,1,tirupur buddy started office call,33,5,1
1,from www.Applausestore.com MonthlySubscription@50p/msg max6/month T&CsC web age16 2stop txt stop,96,14,1,wwwapplausestorecom monthlysubscription50pmsg max6month tcsc web age16 2stop txt stop,85,9,1
0,"A famous quote : when you develop the ability to listen to 'anything' unconditionally without losing your temper or self confidence, it means you are ......... 'MARRIED'",169,30,1,famous quote develop ability listen anything unconditionally without losing temper self confidence mean married,111,14,1
0,But am going to college pa. What to do. are else ill come there it self. Pa.,76,20,3,going college pa else ill come self pa,38,8,1
0,4 oclock at mine. Just to bash out a flat plan.,47,13,2,4 oclock mine bash flat plan,28,6,1
0,This girl does not stay in bed. This girl doesn't need recovery time. Id rather pass out while having fun then be cooped up in bed,130,29,3,girl stay bed girl doesnt need recovery time id rather pas fun cooped bed,73,14,1
0,Then any special there?,23,5,1,special,7,1,1
0,I know but you need to get hotel now. I just got my invitation but i had to apologise. Cali is to sweet for me to come to some english bloke's weddin,149,35,3,know need get hotel got invitation apologise cali sweet come english bloke weddin,81,13,1
0,"Sorry that took so long, omw now",32,8,1,sorry took long way,19,4,1
0,Wait  &lt;#&gt;  min..,22,10,1,wait ltgt min,13,3,1
0,Ok give me 5 minutes I think I see her. BTW you're my alibi. You were cutting my hair the whole time.,101,26,3,ok give 5 minute think see way youre alibi cutting hair whole time,66,13,1
0,"Imagine you finally get to sink into that bath after I have put you through your paces, maybe even having you eat me for a while before I left ... But also imagine the feel of that cage on your cock surrounded by the bath water, reminding you always who owns you ... Enjoy, my cuck",281,59,3,imagine finally get sink bath put pace maybe even eat left also imagine feel cage cock surrounded bath water reminding always owns enjoy cuck,141,24,1
0,"Hurry up, I've been weed-deficient for like three days",54,11,1,hurry ive weeddeficient like three day,38,6,1
0,"Sure, if I get an acknowledgement from you that it's astoundingly tactless and generally faggy to demand a blood oath fo",120,23,1,sure get acknowledgement astoundingly tactless generally faggy demand blood oath fo,83,11,1
0,Ok. Every night take a warm bath drink a cup of milk and you'll see a work of magic. You still need to loose weight. Just so that you know,138,33,3,ok every night take warm bath drink cup milk youll see work magic still need loose weight know,94,18,1
0,IÛ÷ll have a look at the frying pan in case itÛ÷s cheap or a book perhaps. No thatÛ÷s silly a frying pan isnÛ÷t likely to be a book,135,29,2,ill look frying pan case cheap book perhaps thats silly frying pan isnt likely book,83,15,1
0,O. Well uv causes mutations. Sunscreen is like essential thesedays,66,12,3,well uv cause mutation sunscreen like essential thesedays,57,8,1
0,Having lunch:)you are not in online?why?,40,12,1,lunchyou onlinewhy,18,2,1
0,I know that my friend already told that.,40,9,1,know friend already told,24,4,1
0,Hi Princess! Thank you for the pics. You are very pretty. How are you?,70,18,4,hi princess thank pic pretty,28,5,1
0,"Aiyo... U always c our ex one... I dunno abt mei, she haven reply... First time u reply so fast... Y so lucky not workin huh, got bao by ur sugardad ah...gee.. ",160,41,2,aiyo always c ex one dunno abt mei reply first time reply fast lucky workin huh got bao sugardad ahgee,102,20,1
0,Hi msg me:)i'm in office..,26,10,1,hi msg meim office,18,4,1
0,Thanx 4 e brownie it's v nice...,32,9,1,thanx 4 e brownie v nice,24,6,1
0,Geeeee ... I love you so much I can barely stand it,51,12,2,geeeee love much barely stand,29,5,1
1,GENT! We are trying to contact you. Last weekends draw shows that you won a å£1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm ,160,33,7,gent trying contact last weekend draw show 1000 prize guaranteed call 09064012160 claim code k52 valid 12hrs 150ppm,115,18,1
0,"Fuck babe ... I miss you already, you know ? Can't you let me send you some money towards your net ? I need you ... I want you ... I crave you ...",146,36,6,fuck babe miss already know cant let send money towards net need want crave,75,14,1
0,"Ill call u 2mrw at ninish, with my address that icky American freek wont stop callin me 2 bad Jen k eh?",103,24,1,ill call 2mrw ninish address icky american freek wont stop callin 2 bad jen k eh,80,16,1
0,Oooh bed ridden ey? What are YOU thinking of?,45,11,2,oooh bed ridden ey thinking,27,5,1
0,"So anyways, you can just go to your gym or whatever, my love *smiles* I hope your ok and having a good day babe ... I miss you so much already",142,35,2,anyways go gym whatever love smile hope ok good day babe miss much already,74,14,1
0,Love it! Daddy will make you scream with pleasure! I am going to slap your ass with my dick!,92,22,3,love daddy make scream pleasure going slap as dick,50,9,1
0,WOT U WANNA DO THEN MISSY?,26,8,1,wot wan na missy,16,4,1
0,Yar lor wait 4 my mum 2 finish sch then have lunch lor... I whole morning stay at home clean my room now my room quite clean... Hee...,134,31,2,yar youknow wait 4 mum 2 finish sch lunch youknow whole morning stay home clean room room quite clean hee,105,20,1
0,Do you know where my lab goggles went,37,8,1,know lab goggles went,21,4,1
0,Can you open the door?,22,6,1,open door,9,2,1
0,Waiting for your call.,22,5,1,waiting call,12,2,1
0,Nope i waiting in sch 4 daddy... ,33,8,1,nope waiting sch 4 daddy,24,5,1
1,"You have won ?1,000 cash or a ?2,000 prize! To claim, call09050000327",69,16,2,1000 cash 2000 prize claim call09050000327,42,6,1
0,"I'm tired of arguing with you about this week after week. Do what you want and from now on, i'll do the same.",109,28,2,im tired arguing week week want ill,35,7,1
0,ÌÏ wait 4 me in sch i finish ard 5..,36,11,1,wait 4 sch finish ard 5,23,6,1
1,"our mobile number has won å£5000, to claim calls us back or ring the claims hot line on 09050005321.",100,21,1,mobile number 5000 claim call u back ring claim hot line 09050005321,68,12,1
0,"Arngd marriage is while u r walkin unfortuntly a snake bites u. bt love marriage is dancing in frnt of d snake &amp; sayin Bite me, bite me.",140,32,1,arngd marriage walkin unfortuntly snake bite bt love marriage dancing frnt snake amp sayin bite bite,100,16,1
0,Huh so early.. Then Ì_ having dinner outside izzit?,51,11,1,huh early dinner outside izzit,30,5,1
0,Ok anyway no need to change with what you said,46,10,1,ok anyway need change said,26,5,1
1,We tried to contact you re your reply to our offer of 750 mins 150 textand a new video phone call 08002988890 now or reply for free delivery tomorrow,149,29,1,tried contact reply offer 750 min 150 textand new video phone call 08002988890 reply free delivery tomorrow,107,17,1
0,my ex-wife was not able to have kids. Do you want kids one day?,63,16,2,exwife able kid want kid one day,32,7,1
0,So how's scotland. Hope you are not over showing your JJC tendencies. Take care. Live the dream,95,21,4,hows scotland hope showing jjc tendency take care live dream,60,10,1
0,Tell them u have a headache and just want to use 1 hour of sick time.,69,17,1,tell headache want use 1 hour sick time,39,8,1
0,"I dun thk i'll quit yet... Hmmm, can go jazz ? Yogasana oso can... We can go meet em after our lessons den... ",110,28,2,dun thk ill quit yet hmmm go jazz yogasana oso go meet em lesson den,68,15,1
0,"\Pete can you please ring meive hardly gotany credit\""""",55,11,1,pete please ring meive hardly gotany credit,43,7,1
0,Ya srsly better than yi tho,27,6,1,ya seriously better yi tho,26,5,1
0,"I'm in a meeting, call me later at",34,10,1,im meeting call later,21,4,1
1,"For ur chance to win a å£250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk",127,26,2,chance win 250 weekly shopping spree txt shop 80878 tscs wwwtxt2shopcom custcare 08715705022 1x150pwk,101,14,1
1,You have been specially selected to receive a 2000 pound award! Call 08712402050 BEFORE the lines close. Cost 10ppm. 16+. T&Cs apply. AG Promo,142,31,6,specially selected receive 2000 pound award call 08712402050 line close cost 10ppm 16 tc apply ag promo,103,17,1
1,PRIVATE! Your 2003 Account Statement for 07753741225 shows 800 un-redeemed S. I. M. points. Call 08715203677 Identifier Code: 42478 Expires 24/10/04,148,24,3,private 2003 account statement 07753741225 show 800 unredeemed point call 08715203677 identifier code 42478 expires 241004,122,16,1
0,You still at grand prix?,24,6,1,still grand prix,16,3,1
0,"I met you as a stranger and choose you as my friend. As long as the world stands, our friendship never ends. Lets be Friends forever!!! Gud nitz...",147,35,4,met stranger choose friend long world stand friendship never end let friend forever gud nitz,92,15,1
0,I am great! How are you?,24,8,2,great,5,1,1
0,Gud mrng dear have a nice day,29,7,1,gud mrng dear nice day,22,5,1
1,You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!,86,15,2,important customer service announcement call freephone 0800 542 0825,68,9,1
0,Will do. Was exhausted on train this morning. Too much wine and pie. You sleep well too,87,20,4,exhausted train morning much wine pie sleep well,48,8,1
0,I'm going out to buy mum's present ar.,38,11,1,im going buy mum present ar,27,6,1
0,Mind blastin.. No more Tsunamis will occur from now on.. Rajnikant stopped swimming in Indian Ocean..:-D,104,21,1,mind blastin tsunami occur rajnikant stopped swimming indian oceand,67,9,1
0,If u sending her home first it's ok lor. I'm not ready yet.,59,17,2,sending home first ok youknow im ready yet,42,8,1
0,Speaking of does he have any cash yet?,38,9,1,speaking cash yet,17,3,1
0,Be happy there. I will come after noon,38,9,2,happy come noon,15,3,1
0,Meet after lunch la...,22,5,1,meet lunch la,13,3,1
0,TaKe CaRE n gET WeLL sOOn,25,6,1,take care n get well soon,25,6,1
1,XCLUSIVE@CLUBSAISAI 2MOROW 28/5 SOIREE SPECIALE ZOUK WITH NICHOLS FROM PARIS.FREE ROSES 2 ALL LADIES !!! info: 07946746291/07880867867 ,135,22,3,xclusiveclubsaisai 2morow 285 soiree speciale zouk nichols parisfree rose 2 lady info 0794674629107880867867,108,13,1
0,what I meant to say is cant wait to see u again getting bored of this bridgwater banter,87,18,1,meant say cant wait see getting bored bridgwater banter,55,9,1
0,Neva mind it's ok..,19,6,1,neva mind ok,12,3,1
0,"It's fine, imma get a drink or somethin. Want me to come find you?",66,18,2,fine imma get drink somethin want come find,43,8,1
1,22 days to kick off! For Euro2004 U will be kept up to date with the latest news and results daily. To be removed send GET TXT STOP to 83222,140,32,3,22 day kick euro2004 kept date latest news result daily removed send get txt stop 83222,87,16,1
0,Its a valentine game. . . Send dis msg to all ur friends. .. If 5 answers r d same then someone really loves u. Ques- which colour suits me the best?rply me,156,37,6,valentine game send dis msg friend 5 answer someone really love ques colour suit bestrply,89,15,1
0,I have many dependents,22,4,1,many dependent,14,2,1
0,THANX4 TODAY CER IT WAS NICE 2 CATCH UP BUT WE AVE 2 FIND MORE TIME MORE OFTEN OH WELL TAKE CARE C U SOON.C,107,25,1,thanx4 today cer nice 2 catch ave 2 find time often oh well take care c soonc,77,17,1
0,I called and said all to him:)then he have to choose this future.,65,17,1,called said himthen choose future,33,5,1
0,"\Happy valentines day\"" I know its early but i have hundreds of handsomes and beauties to wish. So i thought to finish off aunties and uncles 1st...""",149,31,2,happy valentine day know early hundred handsomes beauty wish thought finish aunty uncle 1st,91,14,1
0,He like not v shock leh. Cos telling shuhui is like telling leona also. Like dat almost all know liao. He got ask me abt ur reaction lor.,137,32,4,like v shock leh co telling shuhui like telling leona also like dat almost know liao got ask abt reaction youknow,113,21,1
0,For my family happiness..,25,5,1,family happiness,16,2,1
0,I come n pick Ì_ up... Come out immediately aft ur lesson...,60,14,1,come n pick come immediately aft lesson,39,7,1
0,Let there be snow. Let there be snow. This kind of weather brings ppl together so friendships can grow.,103,22,3,let snow let snow kind weather brings ppl together friendship grow,66,11,1
0,Dear we got  &lt;#&gt;  dollars hi hi,37,13,1,dear got ltgt dollar hi hi,26,6,1
0,Good words.... But words may leave u in dismay many times.,58,13,2,good word word may leave dismay many time,41,8,1
0,MAKE SURE ALEX KNOWS HIS BIRTHDAY IS OVER IN FIFTEEN MINUTES AS FAR AS YOU'RE CONCERNED,87,17,1,make sure alex know birthday fifteen minute far youre concerned,63,10,1
0,"sorry, no, have got few things to do. may be in pub later.",58,17,2,sorry got thing may pub later,29,6,1
0,"Nah it's straight, if you can just bring bud or drinks or something that's actually a little more useful than straight cash",123,25,1,nah straight bring bud drink something thats actually little useful straight cash,81,12,1
0,"Haha good to hear, I'm officially paid and on the market for an 8th",67,16,1,haha good hear im officially paid market 8th,44,8,1
0,How many licks does it take to get to the center of a tootsie pop?,66,16,1,many lick take get center tootsie pop,37,7,1
0,Yup i thk they r e teacher said that will make my face look longer. Darren ask me not 2 cut too short.,102,25,2,yup thk e teacher said make face look longer darren ask 2 cut short,67,14,1
1,New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693,130,26,2,new textbuddy chat 2 horny guy area 4 25p free 2 receive search postcode gaytextbuddycom txt one name 89693,107,19,1
1,Todays Vodafone numbers ending with 4882 are selected to a receive a å£350 award. If your number matches call 09064019014 to receive your å£350 award.,150,27,2,today vodafone number ending 4882 selected receive 350 award number match call 09064019014 receive 350 award,108,16,1
0,Please dont say like that. Hi hi hi,35,9,2,please dont say like hi hi hi,29,7,1
0,Thank u!,8,3,1,thank,5,1,1
0,Oh that was a forwarded message. I thought you send that to me,62,14,2,oh forwarded message thought send,33,5,1
0,Got it. Seventeen pounds for seven hundred ml ÛÒ hope ok.,58,13,2,got seventeen pound seven hundred ml hope ok,44,8,1
1,"Dear Voucher Holder, 2 claim this weeks offer, at your PC go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply.2 stop texts txt STOP to 80062.",143,29,1,dear voucher holder 2 claim week offer pc go httpwwwetlpcoukexpressoffer tscs apply2 stop text txt stop 80062,109,17,1
0,Me n him so funny...,20,6,1,n funny,7,2,1
0,"Sweetheart, hope you are not having that kind of day! Have one with loads of reasons to smile. Biola",100,22,3,sweetheart hope kind day one load reason smile biola,52,9,1
0,When Ì_ login dat time... Dad fetching Ì_ home now?,51,12,1,login dat time dad fetching home,32,6,1
0,"What will we do in the shower, baby?",36,10,1,shower baby,11,2,1
0,I had askd u a question some hours before. Its answer,53,12,2,askd question hour answer,25,4,1
0,"Well imma definitely need to restock before thanksgiving, I'll let you know when I'm out",88,18,1,well imma definitely need restock thanksgiving ill let know im,62,10,1
0," said kiss, kiss, i can't do the sound effects! He is a gorgeous man isn't he! Kind of person who needs a smile to brighten his day! ",133,34,3,said kiss kiss cant sound effect gorgeous man isnt kind person need smile brighten day,86,15,1
0,Probably gonna swing by in a wee bit,36,9,1,probably gon na swing wee bit,29,6,1
0,Ya very nice. . .be ready on thursday,37,9,3,ya nice ready thursday,22,4,1
0,Allo! We have braved the buses and taken on the trains and triumphed. I mean weÛ÷re in bÛ÷ham. Have a jolly good rest of week,127,28,4,allo braved bus taken train triumphed mean bham jolly good rest week,68,12,1
0,"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?",92,23,1,watching cartoon listening music amp eve go temple amp church,61,10,1
0,Do you mind if I ask what happened? You dont have to say if it is uncomfortable.,80,19,2,mind ask happened dont say uncomfortable,40,6,1
1,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203694 Identifier Code: 40533 Expires 31/10/04,136,23,3,private 2003 account statement show 800 unredeemed point call 08715203694 identifier code 40533 expires 311004,110,15,1
0,No prob. I will send to your email.,35,10,2,prob send email,15,3,1
1,"You have won ?1,000 cash or a ?2,000 prize! To claim, call09050000327. T&C: RSTM, SW7 3SS. 150ppm",97,27,4,1000 cash 2000 prize claim call09050000327 tc rstm sw7 3 150ppm,63,11,1
0,Thats cool! Sometimes slow and gentle. Sonetimes rough and hard :),66,14,3,thats cool sometimes slow gentle sonetimes rough hard,53,8,1
0,I'm gonna say no. Sorry. I would but as normal am starting to panic about time. Sorry again! Are you seeing on Tuesday?,119,30,5,im gon na say sorry would normal starting panic time sorry seeing tuesday,73,13,1
0,"Wait, do you know if wesleys in town? I bet she does hella drugs!",65,17,2,wait know wesley town bet hella drug,36,7,1
0,Fine i miss you very much.,26,7,1,fine miss much,14,3,1
0,Tell them the drug dealer's getting impatient,45,8,1,tell drug dealer getting impatient,34,5,1
0,"Sun cant come to earth but send luv as rays. cloud cant come to river but send luv as rain. I cant come to meet U, but can send my care as msg to U. Gud evng",157,40,3,sun cant come earth send luv ray cloud cant come river send luv rain cant come meet send care msg gud evng,106,22,1
0,"It doesnt make sense to take it there unless its free. If you need to know more, wikipedia.com",94,20,2,doesnt make sense take unless free need know wikipediacom,57,9,1
1,88800 and 89034 are premium phone services call 08718711108,59,9,1,88800 89034 premium phone service call 08718711108,50,7,1
0,"Under the sea, there lays a rock. In the rock, there is an envelope. In the envelope, there is a paper. On the paper, there are 3 words... '",140,37,4,sea lay rock rock envelope envelope paper paper 3 word,54,10,1
0,Then mum's repent how?,22,6,1,mum repent,10,2,1
0,Sorry me going home first... Daddy come fetch Ì_ later...,57,12,1,sorry going home first daddy come fetch later,45,8,1
0,Leave it de:-). Start Prepare for next:-)..,43,15,2,leave de start prepare next,27,5,1
0,Yes baby! We can study all the positions of the kama sutra ;),61,15,2,yes baby study position kama sutra,34,6,1
0,En chikku nange bakra msg kalstiya..then had tea/coffee?,56,11,1,en chikku nange bakra msg kalstiyathen teacoffee,48,7,1
0,Carlos'll be here in a minute if you still need to buy,54,13,1,carlosll minute still need buy,30,5,1
0,This pay is  &lt;DECIMAL&gt;  lakhs:),37,13,1,pay ltdecimalgt lakh,20,3,1
0,Have a good evening! Ttyl,25,6,2,good evening talk later,23,4,1
0,Did u receive my msg?,21,6,1,receive msg,11,2,1
0,Ho ho - big belly laugh! See ya tomo,36,10,2,ho ho big belly laugh see ya tomo,33,8,1
1,SMS. ac sun0819 posts HELLO:\You seem cool,42,10,2,sm ac sun0819 post helloyou seem cool,37,7,1
1,Get ur 1st RINGTONE FREE NOW! Reply to this msg with TONE. Gr8 TOP 20 tones to your phone every week just å£1.50 per wk 2 opt out send STOP 08452810071 16,154,34,3,get 1st ringtone free reply msg tone gr8 top 20 tone phone every week 150 per wk 2 opt send stop 08452810071 16,111,23,1
0,"Ditto. And you won't have to worry about me saying ANYTHING to you anymore. Like i said last night, you do whatever you want and i'll do the same. Peace.",153,37,4,ditto wont worry saying anything anymore like said last night whatever want ill peace,85,14,1
0,"I've got  &lt;#&gt; , any way I could pick up?",46,18,1,ive got ltgt way could pick,27,6,1
0,"I dont knw pa, i just drink milk..",34,10,1,dont knw pa drink milk,22,5,1
0,Maybe?! Say hi to  and find out if  got his card. Great escape or wetherspoons? ,80,19,3,maybe say hi find got card great escape wetherspoons,52,9,1
0,"Piggy, r u awake? I bet u're still sleeping. I'm going 4 lunch now...",69,20,3,piggy awake bet youre still sleeping im going 4 lunch,53,10,1
0,Cause I'm not freaky lol,24,6,1,cause im freaky laugh loud,26,5,1
0,Missed your call cause I was yelling at scrappy. Miss u. Can't wait for u to come home. I'm so lonely today.,108,28,4,missed call cause yelling scrappy miss cant wait come home im lonely today,74,13,1
0,What is this 'hex' place you talk of? Explain!,46,12,2,hex place talk explain,22,4,1
0,ÌÏ log off 4 wat. It's sdryb8i,30,9,2,log 4 wat sdryb8i,17,4,1
0,Is xy going 4 e lunch?,22,7,1,xy going 4 e lunch,18,5,1
1,Hi I'm sue. I am 20 years old and work as a lapdancer. I love sex. Text me live - I'm i my bedroom now. text SUE to 89555. By TextOperator G2 1DA 150ppmsg 18+,158,42,6,hi im sue 20 year old work lapdancer love sex text live im bedroom text sue 89555 textoperator g2 1da 150ppmsg 18,113,22,1
0,I wanted to ask Ì_ to wait 4 me to finish lect. Cos my lect finishes in an hour anyway.,87,22,2,wanted ask wait 4 finish lect co lect finish hour anyway,56,11,1
0,Have you finished work yet? :),30,8,2,finished work yet,17,3,1
0,"Every King Was Once A Crying Baby And Every Great Building Was Once A Map.. Not Imprtant Where U r TODAY, BUT Where U Wil Reach TOMORW. Gud ni8",143,32,2,every king cry baby every great building map imprtant today wil reach tomorw gud ni8,84,15,1
0,"Dear,Me at cherthala.in case u r coming cochin pls call bfore u start.i shall also reach accordingly.or tell me which day u r coming.tmorow i am engaged ans its holiday.",169,33,1,dearme cherthalain case coming cochin pls call bfore starti shall also reach accordinglyor tell day comingtmorow engaged an holiday,131,19,1
0,Thanks love. But am i doing torch or bold.,42,11,2,thanks love torch bold,22,4,1
1,<Forwarded from 448712404000>Please CALL 08712404000 immediately as there is an urgent message waiting for you.,111,19,1,forwarded 448712404000please call 08712404000 immediately urgent message waiting,80,8,1
0,Was the farm open?,18,5,1,farm open,9,2,1
0,"Sorry to trouble u again. Can buy 4d for my dad again? 1405, 1680, 1843. All 2 big 1 small, sat n sun. Thanx.",109,32,5,sorry trouble buy 4d dad 1405 1680 1843 2 big 1 small sat n sun thanx,69,16,1
0,"My sister in law, hope you are having a great month. Just saying hey. Abiola",76,18,3,sister law hope great month saying hey abiola,45,8,1
0,Will purchase d stuff today and mail to you. Do you have a po box number?,73,18,2,purchase stuff today mail po box number,39,7,1
0,Ah poop. Looks like ill prob have to send in my laptop to get fixed cuz it has a gpu problem,92,22,2,ah poop look like ill prob send laptop get fixed cuz gpu problem,64,13,1
0,Good. Good job. I like entrepreneurs,36,8,3,good good job like entrepreneur,31,5,1
0,"Aight, you close by or still down around alex's place?",54,13,1,aight close still around alexs place,36,6,1
0,meet you in corporation st outside gap Û_ you can see how my mind is working!,78,17,1,meet corporation st outside gap see mind working,48,8,1
0,Mum ask Ì_ to buy food home...,30,8,1,mum ask buy food home,21,5,1
0,K..u also dont msg or reply to his msg..,40,12,1,kyou also dont msg reply msg,28,6,1
0,How much r Ì_ willing to pay?,29,8,1,much willing pay,16,3,1
0,What is important is that you prevent dehydration by giving her enough fluids,77,13,1,important prevent dehydration giving enough fluid,49,6,1
0,"Thats a bit weird, even ?- where is the do supposed to be happening? But good idea, sure they will be in pub!",109,28,2,thats bit weird even supposed happening good idea sure pub,58,10,1
